"SY","ATTEND_PERIOD","DIST_CODE","DIST_NAME","ORG_CODE","ORG_NAME","ORG_TYPE","STU_GRP","ATTEND_RATE","CNT_AVG_ABS","PCT_ABS_10_DAYS","PCT_CHRON_ABS_10","PCT_CHRON_ABS_20","PCT_UNEXC_10_DAYS","DISTRICT_AND_SCHOOL"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","White","61.9%","64.3","80%","70%","50%","60%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","White","52.5%","51.9","80%","70%","70%","70%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","High Needs","64.3%","37.7","90.6%","89.1%","64.1%","81.3%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","High Needs","62.5%","60.1","91%","86.6%","65.7%","83.6%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","English Learners","68%","33","88.9%","88.9%","77.8%","77.8%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","English Learners","65%","57.3","100%","88.9%","88.9%","88.9%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Low Income","62.1%","60.3","92.2%","89.1%","67.2%","84.4%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Low Income","63.9%","37.9","93.4%","91.8%","65.6%","83.6%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Students with Disabilities","64.1%","38","90.5%","88.9%","63.5%","81%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Students with Disabilities","62.4%","60.9","90.8%","86.2%","66.2%","83.1%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Female","69.3%","45","85.7%","81%","47.6%","66.7%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Female","63.6%","36.9","84.2%","89.5%","57.9%","68.4%","Springfield - Springfield Public Day High School"
"2025","March","02810000","Springfield","02810550","Springfield Public Day High School","School","Male","64.5%","38","93.3%","88.9%","66.7%","86.7%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810550","Springfield Public Day High School","School","Male","59.7%","67","93.5%","89.1%","73.9%","91.3%","Springfield - Springfield Public Day High School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","All Students","76.8%","39.1","73.2%","60.7%","42.9%","58.9%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","All Students","78.1%","23.6","68.9%","60.7%","41%","41%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Black or African American","86.6%","14.9","50%","50%","30%","40%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Black or African American","79.6%","34.4","50%","50%","40%","50%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Hispanic or Latino","75.9%","41.3","86.1%","69.4%","44.4%","66.7%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Hispanic or Latino","75.4%","26.5","80%","67.5%","45%","45%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Multi-Race, Not Hispanic or Latino","88.4%","12.8","50%","50%","33.3%","33.3%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","White",,,,,,,"Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","White",,,,,,,"Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","High Needs","76.8%","39.1","73.2%","60.7%","42.9%","58.9%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","High Needs","78.1%","23.6","68.9%","60.7%","41%","41%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","English Learners","59.9%","44.9","100%","75%","75%","75%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","English Learners","52.7%","82.7","100%","85.7%","85.7%","85.7%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Low Income","77.7%","24.1","69.5%","61%","42.4%","42.4%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Low Income","76.6%","39.7","74.5%","61.8%","43.6%","60%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Students with Disabilities","76.8%","39.1","73.2%","60.7%","42.9%","58.9%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Students with Disabilities","78.1%","23.6","68.9%","60.7%","41%","41%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Female","79.6%","21.1","68.8%","62.5%","37.5%","37.5%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Female","75.9%","39","73.3%","60%","46.7%","53.3%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Male","77.6%","24.5","68.9%","60%","42.2%","42.2%","Springfield - Springfield Public Day Middle School"
"2025","End of Year","02810000","Springfield","02810345","Springfield Public Day Middle School","School","Male","77.1%","39.1","73.2%","61%","41.5%","61%","Springfield - Springfield Public Day Middle School"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","All Students","89.4%","11.3","39.7%","32.2%","12.1%","29.9%","Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","All Students","89.6%","17.2","58.2%","35.1%","15.6%","50.7%","Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","Asian","90.4%","13.3","14.3%","28.6%","14.3%","14.3%","Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","Asian","90.5%","8.6","14.3%","28.6%","14.3%","14.3%","Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","Black or African American","88.9%","12.4","50%","46.4%","17.9%","46.4%","Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","Black or African American","90%","18.1","60.7%","39.3%","14.3%","60.7%","Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","Hispanic or Latino","89.3%","11.4","39.2%","30.4%","11.7%","28.1%","Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","Hispanic or Latino","89.4%","17.4","59.7%","34.8%","16%","50.8%","Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","Multi-Race, Not Hispanic or Latino",,,,,,,"Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","White",,,,,,,"Springfield - Springfield Realization Academy"
"2025","End of Year","02810000","Springfield","02810335","Springfield Realization Academy","School","White",,,,,,,"Springfield - Springfield Realization Academy"
"2025","March","02810000","Springfield","02810335","Springfield Realization Academy","School","High Needs","89.2%","11.5","41%","33.2%","12.7%","30.7%","Springfield - Springfield Realization Academy"
